Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,_id,_rev,row
13,41,Vila Mariana,-23.5895,-46.6346,28,21296,35,86,16,NORMAL,24,2018-6-13,65,3e7e7561ccf79d6f08f71b61680c95fb,1-afcc9da8a9e753b01acb39460d673e02,13843
17,43,Vila Mariana,-23.5895,-46.6346,33,24189,21,79,14,NORMAL,20,2018-6-24,53,3e7e7561ccf79d6f08f71b61680d6455,1-f0d465ef5beec75cbcf966d299cc359a,13854
23,21,São Judas,-23.6255,-46.6411,32,16154,58,86,7,NORMAL,43,2019-3-10,65,3e7e7561ccf79d6f08f71b6168115ef7,1-cd9d093b42df94157fff4681a3b425b7,13390
24,38,São Judas,-23.6255,-46.6411,13,15331,42,35,21,NORMAL,32,2019-7-1,40,3e7e7561ccf79d6f08f71b616819fa16,1-266681fb3cdabd7e0223ade0584d9865,13501
12,12,Vila Mariana,-23.5895,-46.6346,42,24038,65,1,43,NORMAL,16,2019-1-5,55,3e7e7561ccf79d6f08f71b61681b2792,1-3a2b6563d207a638e7bf8c9f50026d39,14045
26,17,Ana Rosa,-23.5813,-46.6383,16,63921,56,27,26,NORMAL,24,2019-3-8,15,3e7e7561ccf79d6f08f71b61681f83d7,1-dfad3cfb87f270d0e4179e3c4402968f,11948
32,42,Vila Mariana,-23.5895,-46.6346,20,22408,25,68,20,NORMAL,31,2019-4-8,20,3e7e7561ccf79d6f08f71b6168203279,1-e00159a460d9c47c32329c40d241a4d0,14138
4,18,São Judas,-23.6255,-46.6411,42,13919,48,62,11,REABASTECER,12,2019-12-15,35,3e7e7561ccf79d6f08f71b6168243bfb,1-9fbfa34502c46ef8b66aad59c20522e1,13665
43,43,Vila Mariana,-23.5895,-46.6346,43,23796,65,86,43,NORMAL,43,2018-1-1,65,3e7e7561ccf79d6f08f71b61682555aa,1-ae88b1074cf93e71e51a4afae1810c39,13681
7,37,Vila Mariana,-23.5895,-46.6346,11,24424,29,15,17,NORMAL,43,2018-5-4,57,3e7e7561ccf79d6f08f71b61682e28d4,1-40595b7165297e24fff3024a69ae56b2,13804
6,41,Vila Mariana,-23.5895,-46.6346,31,23378,37,78,7,REABASTECER,8,2019-12-4,35,3e7e7561ccf79d6f08f71b616830b9c3,1-0710d75b44ddf29a55c727a91da52078,14374
9,20,Vila Mariana,-23.5895,-46.6346,9,23258,37,2,23,NORMAL,4,2018-9-11,49,3e7e7561ccf79d6f08f71b61683726ba,1-d6ae15ca80069cbe08d0b9274cc36b02,13931
13,42,São Joaquim,-23.5618,-46.6389,35,34184,24,53,33,NORMAL,26,2018-4-3,9,3e7e7561ccf79d6f08f71b61683c017e,1-be1f1dc0bf21e6ef331e2b55805b4f88,12333
39,32,São Joaquim,-23.5618,-46.6389,41,34612,47,55,4,NORMAL,38,2018-4-30,26,3e7e7561ccf79d6f08f71b61683e4845,1-985f8b6644d121b8e30dc03465268442,12360
43,3,Vila Mariana,-23.5895,-46.6346,30,23004,57,71,30,NORMAL,3,2019-1-8,39,3e7e7561ccf79d6f08f71b6168406260,1-638986ce1eeafb90ba2453151ac309d3,14048
41,27,São Joaquim,-23.5618,-46.6389,32,33849,41,86,37,NORMAL,21,2018-9-15,40,3e7e7561ccf79d6f08f71b6168479719,1-7657213a4923302604e52433117e072a,12495
33,4,Vila Mariana,-23.5895,-46.6346,6,21351,39,65,37,REABASTECER,41,2019-5-30,30,3e7e7561ccf79d6f08f71b616849cc30,1-777416e3b5869ca4a856ee55b4fdf517,14190
36,18,Brooklin,-23.6263,-46.6878,27,29752,17,0,30,REABASTECER,16,2018-11-23,48,3e7e7561ccf79d6f08f71b616849e611,1-7d16ea5f3549882c14f0b3c95c2ee52c,14723
37,40,São Joaquim,-23.5618,-46.6389,14,33333,65,40,5,REABASTECER,2,2018-11-18,58,3e7e7561ccf79d6f08f71b61684c241b,1-d60912659371669c2daa0dae7f551721,12558
7,16,Brooklin,-23.6263,-46.6878,43,27491,65,73,15,NORMAL,35,2018-12-30,65,3e7e7561ccf79d6f08f71b61684c8cc7,1-b28f825c3426dd6761483fb719f32ed9,14760
4,32,São Joaquim,-23.5618,-46.6389,43,36118,56,78,12,REABASTECER,17,2018-12-28,65,3e7e7561ccf79d6f08f71b61684eb7a3,1-affaa26ddc882fc1c60eb69274bfaf0b,12598
22,40,Vila Mariana,-23.5895,-46.6346,43,21321,13,75,43,NORMAL,7,2019-10-21,43,3e7e7561ccf79d6f08f71b6168539fb8,1-decc259bb66e532709a0978e5ded104e,14331
14,29,Vila Mariana,-23.5895,-46.6346,31,23198,50,30,18,NORMAL,21,2019-11-21,50,3e7e7561ccf79d6f08f71b616855ee6e,1-25d441a296a86c7d27f853e2fdc1befe,14361
17,5,São Joaquim,-23.5618,-46.6389,41,34553,10,74,13,NORMAL,21,2019-4-22,33,3e7e7561ccf79d6f08f71b6168577572,1-0381048de6f7d7a4b73bc82294544202,12712
26,31,Brooklin,-23.6263,-46.6878,21,27791,25,34,30,NORMAL,30,2018-1-16,10,3e7e7561ccf79d6f08f71b616859ee50,1-128347cc1c7e7f83d7d0f8b53bacecaa,14416
19,5,São Joaquim,-23.5618,-46.6389,32,35251,23,30,13,REABASTECER,31,2019-6-4,13,3e7e7561ccf79d6f08f71b61685aa224,1-ffb8c3f54995119f25e068a1f11340b0,12754
37,34,São Joaquim,-23.5618,-46.6389,38,33032,14,73,19,NORMAL,17,2019-8-1,46,3e7e7561ccf79d6f08f71b61685f3c50,1-1d80c65c07b5dd462d88b64608295886,12811
29,28,Brooklin,-23.6263,-46.6878,7,28958,5,33,15,NORMAL,22,2018-4-16,25,3e7e7561ccf79d6f08f71b616860cd2d,1-b451e779eb4ef26a4c13f97e84d09c7c,14506
24,25,Brooklin,-23.6263,-46.6878,1,28949,65,26,10,REABASTECER,17,2018-4-17,15,3e7e7561ccf79d6f08f71b616860eac4,1-7415b44dae16912fbd0b473bf7755648,14507
21,43,Campo Belo,-23.6188,-46.6823,25,23087,22,76,17,NORMAL,11,2018-1-19,22,3e7e7561ccf79d6f08f71b6168675f22,1-a37bb6ce72c3c4fa827f3eaffebac1cb,15139
13,7,Campo Belo,-23.6188,-46.6823,37,24779,51,65,36,NORMAL,40,2018-4-1,46,3e7e7561ccf79d6f08f71b61686cb11b,1-292417813020805c04e52feb56548bd8,15211
18,43,São Judas,-23.6255,-46.6411,18,17396,9,44,5,NORMAL,23,2018-2-28,18,3e7e7561ccf79d6f08f71b61686dc6e5,1-61d516d520735b354c043a187faf2f72,13018
29,21,São Judas,-23.6255,-46.6411,15,16258,38,62,25,NORMAL,43,2018-3-15,36,3e7e7561ccf79d6f08f71b61686eff03,1-816bbcb2f4dfb7f118456c4764fbbdcf,13035
37,43,Brooklin,-23.6263,-46.6878,35,29649,38,26,39,NORMAL,19,2019-1-4,41,3e7e7561ccf79d6f08f71b6168728d96,1-f8c6f5749fd17db590fb59c05eb27b4f,14764
17,6,Campo Belo,-23.6188,-46.6823,7,24500,65,86,22,NORMAL,28,2018-7-23,46,3e7e7561ccf79d6f08f71b616875143f,1-e8a5b66bb5f7c05d8ba78f44f4981922,15323
26,43,Brooklin,-23.6263,-46.6878,41,27001,65,77,43,NORMAL,20,2019-5-11,51,3e7e7561ccf79d6f08f71b61687c83e2,1-35019c8cca0c3cbc9fd6f531314e2544,14891
10,42,São Judas,-23.6255,-46.6411,37,17002,21,17,16,NORMAL,21,2019-2-3,56,3e7e7561ccf79d6f08f71b61688753d6,1-df02b9ee22c14182834c58b470a09828,13353
43,36,São Judas,-23.6255,-46.6411,28,17099,8,58,9,NORMAL,6,2019-2-17,29,3e7e7561ccf79d6f08f71b6168886ac7,1-1d8936a7ee223d27306495e22b209545,13367
30,8,Campo Belo,-23.6188,-46.6823,6,23750,29,73,43,NORMAL,43,2018-7-7,24,3e7e7561ccf79d6f08f71b61689b36f0,1-926e595b58c8277c32b0a11d2cc8e48a,15307
43,17,Eucaliptos,-23.61,-46.6686,5,22020,21,74,6,REABASTECER,12,2018-1-20,65,3e7e7561ccf79d6f08f71b61689c95be,1-587e5de0f8f208e32c748218544a30df,15860
19,17,Campo Belo,-23.6188,-46.6823,8,26619,8,64,19,REABASTECER,24,2018-8-4,29,3e7e7561ccf79d6f08f71b61689d2591,1-3b2a8215c63707479c290e20f68b2101,15334
4,27,São Judas,-23.6255,-46.6411,20,16887,26,79,43,NORMAL,9,2019-11-25,31,3e7e7561ccf79d6f08f71b61689d9131,1-4649d250a4a2b9fcf002fc56021c6022,13645
36,4,Vila Mariana,-23.5895,-46.6346,13,22432,49,33,23,NORMAL,34,2018-1-15,25,3e7e7561ccf79d6f08f71b6168a10f17,1-afdb5e7c4c1f091441c5fbd4add1c4d7,13695
32,33,Vila Mariana,-23.5895,-46.6346,29,21212,47,65,21,NORMAL,43,2018-2-18,65,3e7e7561ccf79d6f08f71b6168a303a4,1-11308582d842fff47285bb13ff6f5bd7,13728
36,25,Eucaliptos,-23.61,-46.6686,23,24433,63,61,33,NORMAL,10,2018-8-29,8,3e7e7561ccf79d6f08f71b6168aac44e,1-c6b3dad56d33e65c746ffbf274cb72ae,16079
15,28,Vila Mariana,-23.5895,-46.6346,43,22147,43,22,15,NORMAL,10,2018-7-26,29,3e7e7561ccf79d6f08f71b6168ae9bbd,1-710a8671108ade64b5549df288bdea41,13886
13,9,Eucaliptos,-23.61,-46.6686,25,24967,23,79,15,NORMAL,39,2019-1-7,53,3e7e7561ccf79d6f08f71b6168b4a720,1-e443499678bbbf76da179709d2d8b941,16207
39,26,Vila Mariana,-23.5895,-46.6346,22,23820,41,47,5,NORMAL,39,2018-11-6,15,3e7e7561ccf79d6f08f71b6168b6de90,1-4d59a1fcc9b4de2fb9de8abcfadf26d6,13986
34,42,Eucaliptos,-23.61,-46.6686,33,25215,17,48,29,NORMAL,10,2019-6-2,33,3e7e7561ccf79d6f08f71b6168bf6958,1-612f65a79f3958b01a02db3dd0a08fa2,16352
43,16,Vila Mariana,-23.5895,-46.6346,35,22609,48,56,5,NORMAL,5,2019-6-19,28,3e7e7561ccf79d6f08f71b6168c7af15,1-87dfc0bbf87eccf63ad315c1994c753b,14209
22,12,Eucaliptos,-23.61,-46.6686,27,24011,65,47,26,NORMAL,43,2018-10-12,26,3e7e7561ccf79d6f08f71b6168d5e664,1-294f1aeb1921641cba2e8daa0ada13ac,16122
11,25,Moema,-23.5489,-46.6388,20,17936,4,6,27,NORMAL,21,2018-5-13,24,3e7e7561ccf79d6f08f71b6168d84c9a,1-9db771a2d7c91e9097aba0ad3ae0b1be,16693
34,7,Brooklin,-23.6263,-46.6878,31,29652,13,47,8,NORMAL,18,2018-2-11,39,3e7e7561ccf79d6f08f71b6168da3d6a,1-007edf12cc50ba70092b67bfb4060361,14441
43,1,Eucaliptos,-23.61,-46.6686,23,22343,12,41,7,REABASTECER,30,2019-1-10,29,3e7e7561ccf79d6f08f71b6168dc6dad,1-e2a5beb462543740d74142884217a7bc,16210
7,15,Brooklin,-23.6263,-46.6878,23,27947,61,11,15,NORMAL,19,2018-7-1,24,3e7e7561ccf79d6f08f71b6168e40bd8,1-216caf047d7a5f84cc416711e09df036,14581
27,7,Brooklin,-23.6263,-46.6878,13,27016,27,47,38,NORMAL,43,2018-8-19,9,3e7e7561ccf79d6f08f71b6168e7972c,1-cdc671505a2a66dddc71a65f6b175994,14629
43,16,Hospital São Paulo,-23.5984,-46.6455,28,27174,50,34,32,NORMAL,15,2019-12-28,9,3e7e7561ccf79d6f08f71b6168eea66e,1-391d9546fda7a126f5e6b243852c6ee2,17014
43,10,Eucaliptos,-23.61,-46.6686,9,25551,55,36,21,NORMAL,43,2019-10-8,21,3e7e7561ccf79d6f08f71b6168ef3022,1-2f3da47bd5db19355fd37bbeb3f073aa,16478
28,30,Brooklin,-23.6263,-46.6878,19,28362,21,32,29,NORMAL,7,2018-12-26,29,3e7e7561ccf79d6f08f71b6168f08adb,1-d35a2ac8e009cb929951b4e04e4aa750,14756
37,30,Brooklin,-23.6263,-46.6878,15,28879,56,62,41,NORMAL,17,2019-2-5,13,3e7e7561ccf79d6f08f71b6168f3147e,1-1e5bbe5b19d52194c93672cfec17454e,14795
12,35,Paraíso,-23.57677,-46.63933,43,73277,36,67,25,NORMAL,6,2018-3-22,12,3e7e7561ccf79d6f08f71b6168f46021,1-94cdea4befe96f074904f1ab695bf0f3,82
43,4,Paraíso,-23.57677,-46.63933,17,70563,39,78,13,NORMAL,26,2018-7-6,13,3e7e7561ccf79d6f08f71b6168fc41d1,1-084b25f1bf28f2bb35ea1eb1d87ea9fb,186
8,3,Luz,-23.5365,-46.6332,27,126982,57,17,3,NORMAL,17,2019-3-7,65,3ea2257dfcd2904fc9e226931303330c,1-1f160762f61ea833ad5066d28ac07a7c,11227
4,20,Luz,-23.5365,-46.6332,22,126727,9,58,39,REABASTECER,10,2019-4-10,39,3ea2257dfcd2904fc9e2269313055111,1-fd34df37c39bda2d98f0ea29ef821478,11260
21,33,Butantã,-23.5844,-46.7252,18,67959,49,30,40,NORMAL,5,2019-9-24,65,3ea2257dfcd2904fc9e22693131d26f5,1-8c7c9481bbf6846193b4feecf3c9219b,9984
6,10,Ana Rosa,-23.5813,-46.6383,31,64484,8,86,28,REABASTECER,18,2019-9-3,24,3ea2257dfcd2904fc9e22693131e6a49,1-90e32eb3e1fa0bb2b13f68b53713b555,12123
31,16,São Joaquim,-23.5618,-46.6389,21,34359,43,86,43,NORMAL,28,2018-2-6,65,3ea2257dfcd2904fc9e2269313297361,1-867db2162c5739250b7618dd88300be7,12276
17,6,São Joaquim,-23.5618,-46.6389,17,36381,26,20,31,NORMAL,14,2018-2-21,19,3ea2257dfcd2904fc9e22693132a682b,1-304a1f6180fa9465ab75827be654dd97,12291
8,43,São Joaquim,-23.5618,-46.6389,29,35634,42,5,19,NORMAL,38,2018-5-21,16,3ea2257dfcd2904fc9e2269313307c34,1-c629c89ffad35a1adee647986d0e57c8,12381
10,38,Fradique Coutinho,-23.5661,-46.6841,15,35124,56,44,4,REABASTECER,41,2018-9-15,15,3ea2257dfcd2904fc9e2269313370d47,1-87bf7fdf84c011a672034010897028da,10335
18,15,São Joaquim,-23.5618,-46.6389,17,35278,4,21,20,REABASTECER,41,2018-9-21,65,3ea2257dfcd2904fc9e2269313397ea3,1-f346ba97a06fa24d336e8286ceccccb6,12501
10,40,Ana Rosa,-23.5813,-46.6383,22,67035,55,21,20,NORMAL,19,2019-4-23,26,3ea2257dfcd2904fc9e22693133a5989,1-2c2915210e696dd92f52913bb306e923,11993
10,32,Ana Rosa,-23.5813,-46.6383,36,66428,61,86,10,NORMAL,26,2019-5-14,1,3ea2257dfcd2904fc9e22693133bbff7,1-7b9286ab3555f1132aac5ef1e6424092,12014
41,8,Ana Rosa,-23.5813,-46.6383,10,67430,17,4,35,REABASTECER,18,2019-6-19,20,3ea2257dfcd2904fc9e22693133e5f5c,1-843fb542d30e64ba18226f39b17df676,12049
37,14,São Joaquim,-23.5618,-46.6389,13,33562,10,36,6,NORMAL,28,2019-2-17,51,3ea2257dfcd2904fc9e226931343f64d,1-62dc797d41d3a71413bf01ce279eb624,12647
39,25,São Joaquim,-23.5618,-46.6389,25,35624,45,19,37,NORMAL,43,2019-4-28,56,3ea2257dfcd2904fc9e2269313499a87,1-dd2ab7014ec0bc7b7e99e3ff5f9e43d4,12718
34,32,São Joaquim,-23.5618,-46.6389,38,34694,53,64,32,NORMAL,31,2018-1-3,50,3ea2257dfcd2904fc9e22693134ce34a,1-81e7de80761ce525bd98c21872b286e1,12243
8,28,São Joaquim,-23.5618,-46.6389,23,34689,31,51,33,NORMAL,36,2018-6-12,10,3ea2257dfcd2904fc9e2269313590ac6,1-9ff398d10b02464022afd05afdaeb729,12402
43,25,Luz,-23.5365,-46.6332,8,125438,58,10,6,NORMAL,15,2018-3-26,65,3ea2257dfcd2904fc9e226931360edba,1-6de883569a0c9cd5df60e43e64c14cec,10886
25,21,São Judas,-23.6255,-46.6411,10,15427,32,51,20,NORMAL,38,2018-3-16,27,3ea2257dfcd2904fc9e2269313612ea6,1-b5202c1559f9255413b0a3d22c791f91,13036
15,37,São Joaquim,-23.5618,-46.6389,14,35283,23,60,27,NORMAL,26,2018-12-4,30,3ea2257dfcd2904fc9e226931365af31,1-0d57c84365e0eaaef3ccac0a952d8b04,12574
37,4,São Judas,-23.6255,-46.6411,12,17421,48,47,40,REABASTECER,43,2018-12-5,57,3ea2257dfcd2904fc9e226931374494a,1-c84122c46710c69fea5ac9b67e57477c,13295
12,15,Luz,-23.5365,-46.6332,41,126734,46,15,37,NORMAL,27,2019-7-13,25,3ea2257dfcd2904fc9e226931383e93a,1-7f4d297224e8396f9112c78644714b83,11353
4,27,São Judas,-23.6255,-46.6411,20,16887,26,79,43,NORMAL,9,2019-11-25,31,3ea2257dfcd2904fc9e22693138dde6e,1-4649d250a4a2b9fcf002fc56021c6022,13645
43,31,São Judas,-23.6255,-46.6411,6,15161,65,33,22,REABASTECER,8,2018-7-24,48,3ea2257dfcd2904fc9e22693139195ba,1-a1a0406f16dac259b644062686b9eeb1,13164
30,16,São Judas,-23.6255,-46.6411,35,15987,44,48,35,NORMAL,31,2018-11-17,53,3ea2257dfcd2904fc9e22693139a5735,1-9a45e2e6e5640206b63d3b4a198aa454,13277
20,15,Ana Rosa,-23.5813,-46.6383,43,65814,12,60,43,NORMAL,23,2018-5-24,65,3ea2257dfcd2904fc9e22693139cf351,1-e2da96dff9d25748803308ffb16e3f40,11664
34,29,São Judas,-23.6255,-46.6411,21,15622,59,67,43,NORMAL,8,2019-2-7,33,3ea2257dfcd2904fc9e2269313a09e16,1-c5a16ac9e5166413c7ced3d2e9914e1d,13357
13,28,Vila Mariana,-23.5895,-46.6346,8,23920,47,22,21,NORMAL,8,2018-8-6,26,3ea2257dfcd2904fc9e2269313a17139,1-db46244e622262b99518a98258215ac8,13896
35,14,São Judas,-23.6255,-46.6411,15,17191,7,74,21,REABASTECER,43,2019-3-29,56,3ea2257dfcd2904fc9e2269313a3eeb4,1-24a4a6f02091fb3a5b54589fc271602c,13409
17,5,Ana Rosa,-23.5813,-46.6383,28,67240,40,67,40,NORMAL,41,2018-9-21,53,3ea2257dfcd2904fc9e2269313a595d3,1-e147b388db26f0823355535431b7c224,11781
29,23,Ana Rosa,-23.5813,-46.6383,33,64419,6,0,31,REABASTECER,27,2019-2-4,39,3ea2257dfcd2904fc9e2269313ae9ab2,1-494c4d126859f2f45a211921bbefed94,11914
22,18,Vila Mariana,-23.5895,-46.6346,21,21531,23,86,10,NORMAL,27,2019-5-1,42,3ea2257dfcd2904fc9e2269313b37918,1-2ba44ad4539ae63dc560f099776135e6,14161
12,16,Vila Mariana,-23.5895,-46.6346,19,23159,57,66,39,NORMAL,11,2018-3-6,65,3ea2257dfcd2904fc9e2269313bb6f72,1-4f8af83063381de9885f4a76b22e1bfc,13746
3,20,Vila Mariana,-23.5895,-46.6346,15,24800,44,22,20,REABASTECER,9,2019-9-3,47,3ea2257dfcd2904fc9e2269313bc2051,1-eaa560ec5febe7f44633934e41a33b43,14283
6,43,Vila Mariana,-23.5895,-46.6346,13,23438,23,17,43,NORMAL,5,2019-11-13,37,3ea2257dfcd2904fc9e2269313c1bb8a,1-5fcb0f8316c318593417cd894efaa8cd,14353
1,9,Vila Mariana,-23.5895,-46.6346,7,21399,25,34,17,NORMAL,38,2019-12-26,65,3ea2257dfcd2904fc9e2269313c4f646,1-a75858e859dd984dc8219e375d848361,14396
30,30,Brooklin,-23.6263,-46.6878,28,28089,43,59,33,NORMAL,34,2018-1-4,38,3ea2257dfcd2904fc9e2269313c5a641,1-4ba674ff626fef62a58b39e8ee6c29b1,14404
17,36,Vila Mariana,-23.5895,-46.6346,32,25032,55,12,29,REABASTECER,15,2018-9-19,7,3ea2257dfcd2904fc9e2269313ca9243,1-57dfd543203af5a488495f1a787e8c9b,13939
18,22,São Joaquim,-23.5618,-46.6389,43,36361,19,33,31,NORMAL,20,2018-2-30,30,3ea2257dfcd2904fc9e2269313ccb2fc,1-2f9dffe396bda99b1f5c8edc35131e6a,12300
3,28,Brooklin,-23.6263,-46.6878,40,26447,18,75,28,NORMAL,35,2018-4-2,65,3ea2257dfcd2904fc9e2269313ccffd9,1-876dde8bdd69c651ccc60453e56a17ed,14492
43,9,Vila Mariana,-23.5895,-46.6346,7,22596,42,36,27,NORMAL,9,2019-1-30,27,3ea2257dfcd2904fc9e2269313d4a7b3,1-8c678bc73094c6027ae19de502c982fd,14070
33,8,Brooklin,-23.6263,-46.6878,43,28099,54,86,7,NORMAL,14,2018-8-6,31,3ea2257dfcd2904fc9e2269313d69019,1-6779ad5e31f554093c174372220635e5,14616
17,35,São Joaquim,-23.5618,-46.6389,32,33212,25,51,26,NORMAL,39,2018-10-21,57,3ea2257dfcd2904fc9e2269313de869c,1-787ba94c216bb4f5e8d7c64808fa8294,12531
41,11,São Joaquim,-23.5618,-46.6389,7,34416,52,8,10,REABASTECER,5,2018-12-9,58,3ea2257dfcd2904fc9e2269313e2ba67,1-27dc26126d99ee01e1fee652fc04e9fb,12579
8,27,Brooklin,-23.6263,-46.6878,16,29595,43,42,6,REABASTECER,20,2019-6-19,42,3ea2257dfcd2904fc9e2269313ee5fb4,1-068c7dfef3ca243e26fdeb080662518d,14929
21,29,Brigadeiro,-23.5683,-46.6482,38,46191,22,15,27,NORMAL,19,2019-12-2,55,3f4c8dcf79ba387aa38488444d028764,1-5577e97525438815de3fb165e36decee,1412
16,32,Trianon-Masp,-23.5634,-46.6544,23,45583,23,29,18,NORMAL,18,2018-1-7,15,3f4c8dcf79ba387aa38488444d061e5e,1-58c6fa37e5cafca2d8bc85875658d5bd,1447
25,34,Trianon-Masp,-23.5634,-46.6544,6,45615,50,42,38,NORMAL,8,2018-7-2,50,3f4c8dcf79ba387aa38488444d088769,1-8a53d333230205397f08927edafcc108,1622
43,24,Trianon-Masp,-23.5634,-46.6544,24,44880,46,42,38,NORMAL,34,2018-9-13,60,3f4c8dcf79ba387aa38488444d18f305,1-c844f7fd6e2dbe7583d4e50d297813b0,1693
11,20,Trianon-Masp,-23.5634,-46.6544,8,43642,47,38,13,REABASTECER,30,2019-1-26,5,3f4c8dcf79ba387aa38488444d190bdf,1-6455872bcc8e81e29871fbe121020b59,1826
32,20,Trianon-Masp,-23.5634,-46.6544,7,44966,38,53,37,NORMAL,25,2018-9-4,56,3f4c8dcf79ba387aa38488444d195d70,1-e4de43c3d92dc56253f2be22f761e611,1684
26,8,Trianon-Masp,-23.5634,-46.6544,15,45331,22,39,32,NORMAL,30,2018-11-14,55,3f4c8dcf79ba387aa38488444d1e2bdc,1-56909d6b8853b6c3d505a6e9f026c669,1754
21,11,Trianon-Masp,-23.5634,-46.6544,17,45244,9,6,26,REABASTECER,20,2018-11-27,25,3f4c8dcf79ba387aa38488444d20c023,1-2c1dd05d24a8e14925ad18964e52b334,1767
10,29,Trianon-Masp,-23.5634,-46.6544,5,41920,24,15,28,REABASTECER,24,2019-4-25,4,3f4c8dcf79ba387aa38488444d20f86a,1-fc53bb071ac7d7b7a3b108391e83a0b8,1915
39,6,Trianon-Masp,-23.5634,-46.6544,17,42778,11,78,43,NORMAL,43,2019-8-16,65,3f4c8dcf79ba387aa38488444d2aab19,1-b4db85814d3b9862b3b97e82b3e82ea3,2026
15,17,Trianon-Masp,-23.5634,-46.6544,17,44348,18,52,26,NORMAL,20,2019-8-1,36,3f4c8dcf79ba387aa38488444d3396e1,1-c20e22a7ce3caa3a5f9f18213bcd1938,2011
12,24,Trianon-Masp,-23.5634,-46.6544,35,44604,28,29,22,NORMAL,20,2019-8-11,34,3f4c8dcf79ba387aa38488444d345540,1-6b2b333bf5e886e684f457d623121ddb,2021
16,43,Consolação,-23.5581,-46.6606,16,112940,48,62,6,REABASTECER,39,2018-2-26,8,3f4c8dcf79ba387aa38488444d45ffcb,1-97da1b445b78a7463e263d999f0dab80,2216
43,13,Consolação,-23.5581,-46.6606,36,113749,54,46,38,NORMAL,13,2019-1-15,55,3f4c8dcf79ba387aa38488444d54ccac,1-f74d4484e264ba711cf1ef3e0cfaf412,2535
30,8,Consolação,-23.5581,-46.6606,37,112720,32,5,21,REABASTECER,43,2019-1-28,31,3f4c8dcf79ba387aa38488444d55e210,1-2e1edfaff102b8a0c48461689c3ae6cb,2548
30,43,Consolação,-23.5581,-46.6606,23,112810,28,36,22,NORMAL,15,2018-9-30,11,3f4c8dcf79ba387aa38488444d58c6d4,1-a00ee78e18ff2657552393d8fb4d1911,2430
43,7,Consolação,-23.5581,-46.6606,37,114346,65,49,11,REABASTECER,9,2019-4-6,8,3f4c8dcf79ba387aa38488444d5c9917,1-182fcf1f7d81625011894ce24fa04620,2616
17,20,Consolação,-23.5581,-46.6606,34,114352,5,38,12,REABASTECER,37,2019-7-3,36,3f4c8dcf79ba387aa38488444d70adc7,1-508ead789d435b9ede4f6420af17f8ca,2703
13,43,Consolação,-23.5581,-46.6606,27,113330,41,68,16,NORMAL,35,2019-8-13,37,3f4c8dcf79ba387aa38488444d73cb88,1-c0224a2f7e993fb045f707793857690c,2743
14,24,Tamanduateí,-23.5929,-46.5897,21,50331,65,43,33,NORMAL,29,2018-3-18,65,3f4c8dcf79ba387aa38488444d78d504,1-7fa227070aaa13dcce1dd481386cfbb4,2958
35,21,Consolação,-23.5581,-46.6606,25,113605,61,30,24,NORMAL,8,2019-11-24,61,3f4c8dcf79ba387aa38488444d7b942a,1-52677a9af120a6cdfbe8a49d736c829d,2844
24,43,Tamanduateí,-23.5929,-46.5897,8,52034,50,45,39,NORMAL,35,2018-1-14,48,3f4c8dcf79ba387aa38488444d7fd7b4,1-321914c08ae8d0628df300f88875d711,2894
23,43,Tamanduateí,-23.5929,-46.5897,19,52796,14,19,4,REABASTECER,3,2018-2-24,28,3f4c8dcf79ba387aa38488444d830235,1-b3eb243a7d3ae8f099ebf7c3a403f504,2934
10,34,Tamanduateí,-23.5929,-46.5897,11,50065,65,74,32,REABASTECER,34,2018-2-27,7,3f4c8dcf79ba387aa38488444d833aa3,1-eadea4ddfe8feb5b30f57d0f2712f5c1,2937
43,23,Tamanduateí,-23.5929,-46.5897,10,51303,47,17,22,NORMAL,19,2018-3-21,43,3f4c8dcf79ba387aa38488444d84e93d,1-185e68622dd6b9ea87d4b4038ddb0b07,2961
34,22,Tamanduateí,-23.5929,-46.5897,22,49775,42,21,8,NORMAL,10,2018-4-27,65,3f4c8dcf79ba387aa38488444d87e662,1-4b3a8bbe86e7531274722035eda2344e,2997
32,7,Tamanduateí,-23.5929,-46.5897,43,50844,46,76,30,NORMAL,23,2018-12-1,53,3f4c8dcf79ba387aa38488444d8cf44f,1-a31c97ee53930de584ab38ea1770e79c,3211
4,28,Tamanduateí,-23.5929,-46.5897,7,53203,24,59,19,NORMAL,30,2018-9-4,18,3f4c8dcf79ba387aa38488444d92bd36,1-bd32e80c8065bb893b2090ca38ba5c60,3124
27,43,Tamanduateí,-23.5929,-46.5897,7,51543,23,46,25,NORMAL,23,2018-10-19,23,3f4c8dcf79ba387aa38488444d97364a,1-ee804c2b5c319214cb68e3ebe9f54227,3169
3,17,Tamanduateí,-23.5929,-46.5897,14,51565,48,9,11,REABASTECER,14,2019-3-14,42,3f4c8dcf79ba387aa38488444da2e332,1-dabda263d4ca8aae61b8b93d97d3ecb5,3314
31,11,Tamanduateí,-23.5929,-46.5897,15,50176,52,60,18,REABASTECER,6,2019-10-27,26,3f4c8dcf79ba387aa38488444da82058,1-bcdeb6f8024c9f66de52059a02083857,3537
